,text,polarity
5983,Mississippi— The official registration and financial information of HSUS maybe obtained from the Mississippi Secretary of State’s office by calling 1-888-236-6167.,neutral
5984,"Your financial support of the development process is just one step in making CCI a stronger, more efficient and ultimately more effective federation of service providers.",positive
5985,"Amy didn’t blush, and I hoped that she didn’t understand what Isis was saying.",negative
5986,"Pretty cool, right?",positive
5987,"“We interact with humans, take advantage of them, grant them boons, sometimes even become their friends, but the majority of both societies have little or no interaction.",negative
5988,"This process leads to the development of what can be broadly termed culture: a group of people joined by characteristics, traits, and beliefs comes to view themselves as sharing a distinct identity, discernible from that of those “outside” them, those who do not belong.",positive
5989,Dozens killed in Baghdad bombing,negative
5990,"Allan cried out at last, stepping forward and casting his arms open, confronting Arthur with this demanding, pleading interrogation.",negative
5991,Portugal’s very precarious foothold on the Asian coast ended in 1999 with a formal handover to China.,neutral
5992,"""Litigation against the states brought by those wishing to deregulate alcohol for their own economic interests is of great concern to state alcohol regulators, state attorneys general, public health advocates and many others.""",negative
5993,"“Pure dumb luck,”",negative
5994,"I disagree, but I am eternally hopeful, optimistic that the Sonoma County Vintners will inject a little passion and not more of the same old staid and boring in their marketing communications.",positive
5995,"When they had gone, he remained, stunned, until the scent of woodsmoke recalled him to himself.",negative
5996,"In Marshall's case, the 5-1 decision upheld a lower court's dismissal of his petition for further review of his 1986 murder conviction.",negative
5997,"And the tiniest chance of all: she would blink as if I had just materialized in Emil's bedroom, and then she would laugh and tell me that she was going to be immortal.",neutral
5998,he called out to the empty road.,negative
5999,Salmon have forgot how to screw.,negative
6000,Locally made items do not live up to their European models.,neutral
6001,she asked.,neutral
6002,"""A lot of kids are afraid of 'the process' and I wanted to take 'the process' out. For this school, once they are in, all they have to do is come every day, come on time every day and work hard. A little more than 50 percent of our kids make it through. I want it to be more, but my job is not to see that everybody makes it; my job is to see that everybody has the opportunity to make it.""",positive
6003,"Dow Jones, which owns about 64 million of Telerate's 95 million common shares outstanding, said that about 24,000 shares have been tendered under its offer.",positive
6004,Tow truck drivers accused of stealing cars,negative
6005,We know this because states have written laws that have gone unchallenged that require I.D. Checks to be made at the point of delivery of the wine.,neutral
6006,"""Psychologists,""",negative
6007,"Rapa Nui,"" he said, ""Easter Island.",neutral
6008,Will Rob Cohen Direct Third 'Mummy'?,positive
6009,Sights and sounds from CES,negative
6010,That's where the Boys & Girls Clubs of Indianapolis come in.,positive
6011,"Out of the 56 homosexual males who had identical twins, 29, or approximately 52 % of their identical twin brothers were also found to be homosexual, as compared to only 12, or approximately 22 % of the 54 non-identical twins of homosexual males, and 6, or approximately 11 % of the 57 adopted brothers of homosexual males who were unrelated in terms of genetics.",neutral
6012,Israeli woman's tirade spurs PM outrage,negative
6013,The growth in popularity and militarism of these popular leftist movements is intertwined with the development of the indigenous revitalization movements.,negative
6014,"The orientation and distance should be calculable by the polarization pattern according to the system set up by Lambrinos, et al.",neutral
6015,Have you seen him?”,neutral
6016,"Sincerely, Judy Laikin, Chair Auction '99 Sponsor Committee",neutral
6017,We need your help in continuing the work of Jameson Camp.,positive
6018,"However, it’s also easy to get to Guangzhou by train or ferry.",positive
6019,"The fort was a lone, wooden cable spool like a tall barrel with thick disks on its ends, each the size of a dinner table.",neutral
6020,"Iraq has been under economic sanctions since the war ended, which some say have thwarted the country's ability to recover from the devastation of the bombing campaign.",negative
6021,"""The people of Miami and the people of the University of Florida wanted us to have it for a long time, but it wasn't going to happen with the 11-game format.""",negative
6022,Here are her personal rules for achieving these goals:,neutral
6023,"In fact, as I recall, they got over 1 million Facebook fans.",positive
6024,"An emphasis on preserving, rather than practicing, native culture arises: indigenous authenticity is maintained by sustaining knowledge of traditional practices and beliefs without fully embracing them on a day-to-day basis (Gow and Rappaport 2002: 66-67).",neutral
6025,He sprinted for the corner of the building around which Roy had disappeared.,negative
6026,"Under the offer, shareholders will receive one right for each 105 common shares owned.",neutral
6027,"I explained, in two brief sentences, my earlier impasse.",neutral
6028,Steelers' Roethlisberger has concussion,negative
6029,"16 Responses to ""Detroit and the Myth of the $100 House""",positive
6030,Thirty-five thin fingers waved lazily like seaweed.,neutral
6031,"Go ahead, take a nap, science says",positive
6032,At night the streets are crowded with people bent on having a good time.,positive
6033,"You’ll find that prices are about the same in Hong Kong Central and Kowloon, and somewhat cheaper in Causeway Bay, which caters to local shopping.",positive
6034,"The market bears this out: Along with the usual ducks and chickens, you will see for sale snakes, dogs, bats, and sometimes monkeys — all are highly prized as delicacies.",neutral
